period,fiscal_year,fiscal_quarter,entity,bu,account_code,account_name,account_category,amount_usd_mn,source
2023-08,FY2023,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.215,HFM
2023-08,FY2023,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.84,HFM
2023-08,FY2023,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.994,HFM
2023-08,FY2023,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.264,HFM
2023-08,FY2023,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.214,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,62.707,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,26.445,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-48.293,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.088,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.568,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.492,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.871,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.18,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.419,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.577,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.595,HFM
2023-08,FY2023,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.673,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,93.001,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,38.573,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-70.126,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.156,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.885,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,6300,R&D,Opex,-5.025,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,6400,Travel,Opex,-1.301,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.18,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.123,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.262,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.881,HFM
2023-09,FY2023,Q3,GRP-ELEC,Electronics,9100,Income Tax,Tax,-7.907,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,130.287,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,52.328,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-95.926,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-13.887,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.419,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,6300,R&D,Opex,-6.951,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,6400,Travel,Opex,-1.817,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.3,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.91,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.321,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.439,HFM
2023-09,FY2023,Q3,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.323,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,65.712,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,27.021,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-50.743,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.144,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.648,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.689,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.92,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.13,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.44,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.517,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.686,HFM
2023-09,FY2023,Q3,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.643,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,92.619,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,40.275,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-73.599,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.544,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.814,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,6300,R&D,Opex,-5.23,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,6400,Travel,Opex,-1.301,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.054,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.165,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.614,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.065,HFM
2023-10,FY2023,Q4,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.317,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,127.832,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,54.238,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-98.31,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-14.614,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.294,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,6300,R&D,Opex,-7.238,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,6400,Travel,Opex,-1.762,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.286,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.021,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.041,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.472,HFM
2023-10,FY2023,Q4,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.387,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,61.678,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.483,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-49.578,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.434,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.748,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.754,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.939,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.153,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.468,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.452,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.777,HFM
2023-10,FY2023,Q4,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.653,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,93.722,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,40.745,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-72.844,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.477,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.097,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,6300,R&D,Opex,-5.298,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,6400,Travel,Opex,-1.307,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.268,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.114,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.604,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.001,HFM
2023-11,FY2023,Q4,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.268,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,125.878,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,54.066,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-98.4,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-14.984,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.427,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,6300,R&D,Opex,-7.221,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,6400,Travel,Opex,-1.831,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.521,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.872,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.059,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.693,HFM
2023-11,FY2023,Q4,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.777,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,64.715,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,27.729,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-49.744,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.206,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.852,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.562,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.892,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.235,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.441,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.677,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.675,HFM
2023-11,FY2023,Q4,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.82,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,90.414,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,39.399,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-71.771,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-11.106,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.05,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,6300,R&D,Opex,-5.384,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,6400,Travel,Opex,-1.288,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.271,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.17,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.58,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.884,HFM
2023-12,FY2023,Q4,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.336,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,136.415,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,57.899,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-100.401,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.395,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.67,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,6300,R&D,Opex,-7.676,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,6400,Travel,Opex,-1.923,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.385,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.038,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.198,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.726,HFM
2023-12,FY2023,Q4,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.571,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,65.377,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.327,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-50.445,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.431,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.724,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.66,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.964,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.251,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.49,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.556,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.721,HFM
2023-12,FY2023,Q4,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.848,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,86.662,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,35.446,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-69.005,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-9.817,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.568,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,6300,R&D,Opex,-4.9,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,6400,Travel,Opex,-1.19,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-2.969,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.014,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.329,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.761,HFM
2024-01,FY2024,Q1,GRP-ELEC,Electronics,9100,Income Tax,Tax,-7.759,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,120.436,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,50.99,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-91.011,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-13.773,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.041,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,6300,R&D,Opex,-7.036,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,6400,Travel,Opex,-1.757,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.083,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.768,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.753,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.26,HFM
2024-01,FY2024,Q1,GRP-AUTO,Automotive,9100,Income Tax,Tax,-10.903,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,58.177,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,25.008,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-47.144,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-6.723,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.65,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.375,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.885,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.046,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.34,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.366,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.636,HFM
2024-01,FY2024,Q1,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.401,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,84.438,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,35.857,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-69.283,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.104,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.678,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,6300,R&D,Opex,-4.922,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,6400,Travel,Opex,-1.21,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.023,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,6600,General & Admin,Opex,-1.952,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.398,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.71,HFM
2024-02,FY2024,Q1,GRP-ELEC,Electronics,9100,Income Tax,Tax,-7.693,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,119.752,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,53.016,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-97.765,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-13.839,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.345,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,6300,R&D,Opex,-6.958,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,6400,Travel,Opex,-1.724,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.199,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.732,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.575,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.161,HFM
2024-02,FY2024,Q1,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.067,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,62.121,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,26.872,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-48.516,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.106,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.602,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.54,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.847,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.043,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.383,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.299,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.624,HFM
2024-02,FY2024,Q1,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.53,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,89.789,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,36.827,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-71.98,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-9.695,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.662,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,6300,R&D,Opex,-4.904,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,6400,Travel,Opex,-1.305,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.013,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,6600,General & Admin,Opex,-1.949,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.169,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.658,HFM
2024-03,FY2024,Q1,GRP-ELEC,Electronics,9100,Income Tax,Tax,-7.595,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,122.514,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,55.051,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-98.046,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-14.156,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.389,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,6300,R&D,Opex,-7.121,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,6400,Travel,Opex,-1.83,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.348,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.858,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.79,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.173,HFM
2024-03,FY2024,Q1,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.18,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,63.333,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,26.045,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-46.768,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.122,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.653,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.457,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.86,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.041,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.384,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.24,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.577,HFM
2024-03,FY2024,Q1,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.74,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,91.558,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,37.93,HFM
2024-04,FY2024,Q2,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-69.774,HFM
