period,fiscal_year,fiscal_quarter,bu,region,account_code,account_name,account_category,amount_usd_mn,source
2023-09,FY2023,Q3,Electronics,EMEA,6500,IT & Infrastructure,Opex,-1.063,SAP-ECC
2023-09,FY2023,Q3,Electronics,EMEA,6600,General & Admin,Opex,-0.72,SAP-ECC
2023-09,FY2023,Q3,Electronics,EMEA,7100,Depreciation,D&A,-2.167,SAP-ECC
2023-09,FY2023,Q3,Electronics,EMEA,8100,Interest Expense,Finance,-1.184,SAP-ECC
2023-09,FY2023,Q3,Electronics,EMEA,9100,Income Tax,Tax,-2.599,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,4000,Product Revenue,Revenue,34.322,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,4100,Service Revenue,Revenue,15.362,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,5000,Cost of Goods Sold,COGS,-28.417,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,6100,Salaries & Wages,Opex,-3.979,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,6200,Marketing,Opex,-1.445,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,6300,R&D,Opex,-2.141,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,6400,Travel,Opex,-0.477,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.185,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,6600,General & Admin,Opex,-0.804,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,7100,Depreciation,D&A,-2.403,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,8100,Interest Expense,Finance,-1.532,SAP-ECC
2023-09,FY2023,Q3,Electronics,Americas,9100,Income Tax,Tax,-3.193,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,4000,Product Revenue,Revenue,40.312,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,4100,Service Revenue,Revenue,15.302,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,5000,Cost of Goods Sold,COGS,-31.597,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,6100,Salaries & Wages,Opex,-4.355,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,6200,Marketing,Opex,-1.524,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,6300,R&D,Opex,-2.142,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,6400,Travel,Opex,-0.547,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.326,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,6600,General & Admin,Opex,-0.779,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,7100,Depreciation,D&A,-2.697,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,8100,Interest Expense,Finance,-1.587,SAP-ECC
2023-09,FY2023,Q3,Automotive,APAC,9100,Income Tax,Tax,-3.547,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,4000,Product Revenue,Revenue,39.607,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,4100,Service Revenue,Revenue,18.587,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-32.97,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.582,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,6200,Marketing,Opex,-1.808,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,6300,R&D,Opex,-2.404,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,6400,Travel,Opex,-0.607,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.467,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,6600,General & Admin,Opex,-0.968,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,7100,Depreciation,D&A,-3.118,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,8100,Interest Expense,Finance,-1.805,SAP-ECC
2023-09,FY2023,Q3,Automotive,EMEA,9100,Income Tax,Tax,-3.941,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,4000,Product Revenue,Revenue,50.699,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,4100,Service Revenue,Revenue,20.455,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,5000,Cost of Goods Sold,COGS,-38.413,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,6100,Salaries & Wages,Opex,-5.727,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,6200,Marketing,Opex,-2.205,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,6300,R&D,Opex,-2.617,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,6400,Travel,Opex,-0.68,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.769,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,6600,General & Admin,Opex,-1.064,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,7100,Depreciation,D&A,-3.298,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,8100,Interest Expense,Finance,-2.132,SAP-ECC
2023-09,FY2023,Q3,Automotive,Americas,9100,Income Tax,Tax,-4.782,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,4000,Product Revenue,Revenue,18.631,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,4100,Service Revenue,Revenue,8.526,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-15.416,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.026,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,6200,Marketing,Opex,-0.84,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,6300,R&D,Opex,-1.055,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,6400,Travel,Opex,-0.279,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.663,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,6600,General & Admin,Opex,-0.411,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,7100,Depreciation,D&A,-1.233,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,8100,Interest Expense,Finance,-0.86,SAP-ECC
2023-09,FY2023,Q3,Healthcare,APAC,9100,Income Tax,Tax,-1.548,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,4000,Product Revenue,Revenue,22.299,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,4100,Service Revenue,Revenue,9.39,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-16.823,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.554,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,6200,Marketing,Opex,-0.956,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,6300,R&D,Opex,-1.24,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,6400,Travel,Opex,-0.287,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.742,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,6600,General & Admin,Opex,-0.43,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,7100,Depreciation,D&A,-1.48,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,8100,Interest Expense,Finance,-0.875,SAP-ECC
2023-09,FY2023,Q3,Healthcare,EMEA,9100,Income Tax,Tax,-1.895,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,4000,Product Revenue,Revenue,25.464,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,4100,Service Revenue,Revenue,10.748,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-20.527,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,6100,Salaries & Wages,Opex,-3.045,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,6200,Marketing,Opex,-0.985,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,6300,R&D,Opex,-1.345,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,6400,Travel,Opex,-0.323,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.905,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,6600,General & Admin,Opex,-0.571,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,7100,Depreciation,D&A,-1.895,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,8100,Interest Expense,Finance,-1.006,SAP-ECC
2023-09,FY2023,Q3,Healthcare,Americas,9100,Income Tax,Tax,-2.034,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,4000,Product Revenue,Revenue,28.357,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,4100,Service Revenue,Revenue,12.328,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,5000,Cost of Goods Sold,COGS,-20.322,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,6100,Salaries & Wages,Opex,-3.014,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,6200,Marketing,Opex,-1.075,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,6300,R&D,Opex,-1.654,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,6400,Travel,Opex,-0.37,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.918,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,6600,General & Admin,Opex,-0.569,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,7100,Depreciation,D&A,-2.047,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,8100,Interest Expense,Finance,-1.074,SAP-ECC
2023-10,FY2023,Q4,Electronics,APAC,9100,Income Tax,Tax,-2.374,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,4000,Product Revenue,Revenue,30.693,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,4100,Service Revenue,Revenue,13.32,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-25.265,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.355,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,6200,Marketing,Opex,-1.332,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,6300,R&D,Opex,-1.597,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,6400,Travel,Opex,-0.419,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,6500,IT & Infrastructure,Opex,-0.948,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,6600,General & Admin,Opex,-0.68,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,7100,Depreciation,D&A,-2.093,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,8100,Interest Expense,Finance,-1.379,SAP-ECC
2023-10,FY2023,Q4,Electronics,EMEA,9100,Income Tax,Tax,-2.438,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,4000,Product Revenue,Revenue,34.921,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,4100,Service Revenue,Revenue,15.165,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,5000,Cost of Goods Sold,COGS,-30.341,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,6100,Salaries & Wages,Opex,-4.344,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,6200,Marketing,Opex,-1.423,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,6300,R&D,Opex,-2.11,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,6400,Travel,Opex,-0.515,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.33,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,6600,General & Admin,Opex,-0.796,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,7100,Depreciation,D&A,-2.507,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,8100,Interest Expense,Finance,-1.447,SAP-ECC
2023-10,FY2023,Q4,Electronics,Americas,9100,Income Tax,Tax,-2.977,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,4000,Product Revenue,Revenue,39.861,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,4100,Service Revenue,Revenue,15.956,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,5000,Cost of Goods Sold,COGS,-30.346,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,6100,Salaries & Wages,Opex,-4.398,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,6200,Marketing,Opex,-1.636,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,6300,R&D,Opex,-1.962,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,6400,Travel,Opex,-0.564,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.228,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,6600,General & Admin,Opex,-0.801,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,7100,Depreciation,D&A,-2.712,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,8100,Interest Expense,Finance,-1.485,SAP-ECC
2023-10,FY2023,Q4,Automotive,APAC,9100,Income Tax,Tax,-3.51,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,4000,Product Revenue,Revenue,39.527,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,4100,Service Revenue,Revenue,16.968,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-34.926,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.62,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,6200,Marketing,Opex,-1.675,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,6300,R&D,Opex,-2.553,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,6400,Travel,Opex,-0.543,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.521,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,6600,General & Admin,Opex,-0.893,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,7100,Depreciation,D&A,-2.782,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,8100,Interest Expense,Finance,-1.708,SAP-ECC
2023-10,FY2023,Q4,Automotive,EMEA,9100,Income Tax,Tax,-3.508,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,4000,Product Revenue,Revenue,51.481,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,4100,Service Revenue,Revenue,19.635,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,5000,Cost of Goods Sold,COGS,-35.921,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,6100,Salaries & Wages,Opex,-6.015,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,6200,Marketing,Opex,-2.045,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,6300,R&D,Opex,-2.77,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,6400,Travel,Opex,-0.673,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.579,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,6600,General & Admin,Opex,-1.193,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,7100,Depreciation,D&A,-3.591,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,8100,Interest Expense,Finance,-2.239,SAP-ECC
2023-10,FY2023,Q4,Automotive,Americas,9100,Income Tax,Tax,-4.449,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,4000,Product Revenue,Revenue,19.696,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,4100,Service Revenue,Revenue,8.062,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-13.718,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.146,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,6200,Marketing,Opex,-0.868,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,6300,R&D,Opex,-0.985,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,6400,Travel,Opex,-0.282,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.686,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,6600,General & Admin,Opex,-0.431,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,7100,Depreciation,D&A,-1.33,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,8100,Interest Expense,Finance,-0.871,SAP-ECC
2023-10,FY2023,Q4,Healthcare,APAC,9100,Income Tax,Tax,-1.544,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,4000,Product Revenue,Revenue,20.774,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,4100,Service Revenue,Revenue,8.78,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-16.927,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.379,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,6200,Marketing,Opex,-0.959,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,6300,R&D,Opex,-1.101,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,6400,Travel,Opex,-0.276,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.729,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,6600,General & Admin,Opex,-0.44,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,7100,Depreciation,D&A,-1.43,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,8100,Interest Expense,Finance,-0.915,SAP-ECC
2023-10,FY2023,Q4,Healthcare,EMEA,9100,Income Tax,Tax,-1.878,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,4000,Product Revenue,Revenue,24.243,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,4100,Service Revenue,Revenue,11.669,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-19.767,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,6100,Salaries & Wages,Opex,-2.836,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,6200,Marketing,Opex,-1.093,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,6300,R&D,Opex,-1.328,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,6400,Travel,Opex,-0.37,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.912,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,6600,General & Admin,Opex,-0.587,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,7100,Depreciation,D&A,-1.873,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,8100,Interest Expense,Finance,-1.115,SAP-ECC
2023-10,FY2023,Q4,Healthcare,Americas,9100,Income Tax,Tax,-2.121,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,4000,Product Revenue,Revenue,26.914,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,4100,Service Revenue,Revenue,11.072,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,5000,Cost of Goods Sold,COGS,-20.719,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,6100,Salaries & Wages,Opex,-3.077,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,6200,Marketing,Opex,-1.146,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,6300,R&D,Opex,-1.439,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,6400,Travel,Opex,-0.383,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.958,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,6600,General & Admin,Opex,-0.607,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,7100,Depreciation,D&A,-1.819,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,8100,Interest Expense,Finance,-1.251,SAP-ECC
2023-11,FY2023,Q4,Electronics,APAC,9100,Income Tax,Tax,-2.237,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,4000,Product Revenue,Revenue,31.949,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,4100,Service Revenue,Revenue,11.991,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-21.997,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.594,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,6200,Marketing,Opex,-1.365,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,6300,R&D,Opex,-1.741,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,6400,Travel,Opex,-0.438,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,6500,IT & Infrastructure,Opex,-1.046,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,6600,General & Admin,Opex,-0.669,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,7100,Depreciation,D&A,-2.01,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,8100,Interest Expense,Finance,-1.259,SAP-ECC
2023-11,FY2023,Q4,Electronics,EMEA,9100,Income Tax,Tax,-2.773,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,4000,Product Revenue,Revenue,37.813,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,4100,Service Revenue,Revenue,16.531,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,5000,Cost of Goods Sold,COGS,-29.562,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,6100,Salaries & Wages,Opex,-4.482,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,6200,Marketing,Opex,-1.579,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,6300,R&D,Opex,-2.014,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,6400,Travel,Opex,-0.524,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.178,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,6600,General & Admin,Opex,-0.851,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,7100,Depreciation,D&A,-2.459,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,8100,Interest Expense,Finance,-1.443,SAP-ECC
2023-11,FY2023,Q4,Electronics,Americas,9100,Income Tax,Tax,-3.431,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,4000,Product Revenue,Revenue,37.111,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,4100,Service Revenue,Revenue,17.052,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,5000,Cost of Goods Sold,COGS,-30.258,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,6100,Salaries & Wages,Opex,-4.582,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,6200,Marketing,Opex,-1.729,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,6300,R&D,Opex,-2.356,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,6400,Travel,Opex,-0.574,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.33,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,6600,General & Admin,Opex,-0.891,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,7100,Depreciation,D&A,-2.486,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,8100,Interest Expense,Finance,-1.753,SAP-ECC
2023-11,FY2023,Q4,Automotive,APAC,9100,Income Tax,Tax,-3.593,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,4000,Product Revenue,Revenue,40.481,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,4100,Service Revenue,Revenue,17.068,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-34.381,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.662,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,6200,Marketing,Opex,-1.758,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,6300,R&D,Opex,-2.201,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,6400,Travel,Opex,-0.643,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.465,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,6600,General & Admin,Opex,-0.948,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,7100,Depreciation,D&A,-2.824,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,8100,Interest Expense,Finance,-1.853,SAP-ECC
2023-11,FY2023,Q4,Automotive,EMEA,9100,Income Tax,Tax,-3.455,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,4000,Product Revenue,Revenue,52.901,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,4100,Service Revenue,Revenue,20.616,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,5000,Cost of Goods Sold,COGS,-39.249,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,6100,Salaries & Wages,Opex,-5.628,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,6200,Marketing,Opex,-2.122,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,6300,R&D,Opex,-3.01,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,6400,Travel,Opex,-0.76,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.758,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,6600,General & Admin,Opex,-1.073,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,7100,Depreciation,D&A,-3.331,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,8100,Interest Expense,Finance,-2.039,SAP-ECC
2023-11,FY2023,Q4,Automotive,Americas,9100,Income Tax,Tax,-4.62,SAP-ECC
2023-11,FY2023,Q4,Healthcare,APAC,4000,Product Revenue,Revenue,19.593,SAP-ECC
2023-11,FY2023,Q4,Healthcare,APAC,4100,Service Revenue,Revenue,7.814,SAP-ECC
2023-11,FY2023,Q4,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-15.363,SAP-ECC
2023-11,FY2023,Q4,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.166,SAP-ECC
2023-11,FY2023,Q4,Healthcare,APAC,6200,Marketing,Opex,-0.806,SAP-ECC
2023-11,FY2023,Q4,Healthcare,APAC,6300,R&D,Opex,-1.042,SAP-ECC
2023-11,FY2023,Q4,Healthcare,APAC,6400,Travel,Opex,-0.284,SAP-ECC
