period,fiscal_year,fiscal_quarter,bu,region,account_code,account_name,account_category,amount_usd_mn,source
2023-09,FY2023,Q3,Automotive,APAC,6200,Marketing,Opex,-1.572,SAP-BPC
2023-09,FY2023,Q3,Automotive,APAC,6300,R&D,Opex,-2.097,SAP-BPC
2023-09,FY2023,Q3,Automotive,APAC,6400,Travel,Opex,-0.524,SAP-BPC
2023-09,FY2023,Q3,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.258,SAP-BPC
2023-09,FY2023,Q3,Automotive,APAC,6600,General & Admin,Opex,-0.839,SAP-BPC
2023-09,FY2023,Q3,Automotive,APAC,7100,Depreciation,D&A,-2.621,SAP-BPC
2023-09,FY2023,Q3,Automotive,APAC,8100,Interest Expense,Finance,-1.572,SAP-BPC
2023-09,FY2023,Q3,Automotive,APAC,9100,Income Tax,Tax,-3.276,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,4000,Product Revenue,Revenue,40.768,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,4100,Service Revenue,Revenue,17.472,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-32.032,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.659,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,6200,Marketing,Opex,-1.747,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,6300,R&D,Opex,-2.33,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,6400,Travel,Opex,-0.582,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.398,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,6600,General & Admin,Opex,-0.932,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,7100,Depreciation,D&A,-2.912,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,8100,Interest Expense,Finance,-1.747,SAP-BPC
2023-09,FY2023,Q3,Automotive,EMEA,9100,Income Tax,Tax,-3.64,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,4000,Product Revenue,Revenue,48.922,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,4100,Service Revenue,Revenue,20.966,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,5000,Cost of Goods Sold,COGS,-38.438,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,6100,Salaries & Wages,Opex,-5.591,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,6200,Marketing,Opex,-2.097,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,6300,R&D,Opex,-2.796,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,6400,Travel,Opex,-0.699,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.677,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,6600,General & Admin,Opex,-1.118,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,7100,Depreciation,D&A,-3.494,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,8100,Interest Expense,Finance,-2.097,SAP-BPC
2023-09,FY2023,Q3,Automotive,Americas,9100,Income Tax,Tax,-4.368,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,4000,Product Revenue,Revenue,18.346,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,4100,Service Revenue,Revenue,7.862,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-14.414,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.097,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,6200,Marketing,Opex,-0.786,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,6300,R&D,Opex,-1.048,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,6400,Travel,Opex,-0.262,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.629,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,6600,General & Admin,Opex,-0.419,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,7100,Depreciation,D&A,-1.31,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,8100,Interest Expense,Finance,-0.786,SAP-BPC
2023-09,FY2023,Q3,Healthcare,APAC,9100,Income Tax,Tax,-1.638,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,4000,Product Revenue,Revenue,20.384,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,4100,Service Revenue,Revenue,8.736,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-16.016,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.33,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,6200,Marketing,Opex,-0.874,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,6300,R&D,Opex,-1.165,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,6400,Travel,Opex,-0.291,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.699,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,6600,General & Admin,Opex,-0.466,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,7100,Depreciation,D&A,-1.456,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,8100,Interest Expense,Finance,-0.874,SAP-BPC
2023-09,FY2023,Q3,Healthcare,EMEA,9100,Income Tax,Tax,-1.82,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,4000,Product Revenue,Revenue,24.461,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,4100,Service Revenue,Revenue,10.483,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-19.219,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,6100,Salaries & Wages,Opex,-2.796,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,6200,Marketing,Opex,-1.048,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,6300,R&D,Opex,-1.398,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,6400,Travel,Opex,-0.349,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.839,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,6600,General & Admin,Opex,-0.559,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,7100,Depreciation,D&A,-1.747,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,8100,Interest Expense,Finance,-1.048,SAP-BPC
2023-09,FY2023,Q3,Healthcare,Americas,9100,Income Tax,Tax,-2.184,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,4000,Product Revenue,Revenue,26.544,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,4100,Service Revenue,Revenue,11.376,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,5000,Cost of Goods Sold,COGS,-20.856,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,6100,Salaries & Wages,Opex,-3.034,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,6200,Marketing,Opex,-1.138,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,6300,R&D,Opex,-1.517,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,6400,Travel,Opex,-0.379,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.91,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,6600,General & Admin,Opex,-0.607,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,7100,Depreciation,D&A,-1.896,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,8100,Interest Expense,Finance,-1.138,SAP-BPC
2023-10,FY2023,Q4,Electronics,APAC,9100,Income Tax,Tax,-2.37,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,4000,Product Revenue,Revenue,29.493,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,4100,Service Revenue,Revenue,12.64,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-23.173,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.371,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,6200,Marketing,Opex,-1.264,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,6300,R&D,Opex,-1.685,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,6400,Travel,Opex,-0.421,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,6500,IT & Infrastructure,Opex,-1.011,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,6600,General & Admin,Opex,-0.674,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,7100,Depreciation,D&A,-2.107,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,8100,Interest Expense,Finance,-1.264,SAP-BPC
2023-10,FY2023,Q4,Electronics,EMEA,9100,Income Tax,Tax,-2.633,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,4000,Product Revenue,Revenue,35.392,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,4100,Service Revenue,Revenue,15.168,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,5000,Cost of Goods Sold,COGS,-27.808,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,6100,Salaries & Wages,Opex,-4.045,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,6200,Marketing,Opex,-1.517,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,6300,R&D,Opex,-2.022,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,6400,Travel,Opex,-0.506,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.213,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,6600,General & Admin,Opex,-0.809,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,7100,Depreciation,D&A,-2.528,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,8100,Interest Expense,Finance,-1.517,SAP-BPC
2023-10,FY2023,Q4,Electronics,Americas,9100,Income Tax,Tax,-3.16,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,4000,Product Revenue,Revenue,37.162,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,4100,Service Revenue,Revenue,15.926,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,5000,Cost of Goods Sold,COGS,-29.198,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,6100,Salaries & Wages,Opex,-4.247,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,6200,Marketing,Opex,-1.593,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,6300,R&D,Opex,-2.124,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,6400,Travel,Opex,-0.531,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.274,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,6600,General & Admin,Opex,-0.849,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,7100,Depreciation,D&A,-2.654,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,8100,Interest Expense,Finance,-1.593,SAP-BPC
2023-10,FY2023,Q4,Automotive,APAC,9100,Income Tax,Tax,-3.318,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,4000,Product Revenue,Revenue,41.291,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,4100,Service Revenue,Revenue,17.696,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-32.443,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.719,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,6200,Marketing,Opex,-1.77,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,6300,R&D,Opex,-2.359,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,6400,Travel,Opex,-0.59,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.416,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,6600,General & Admin,Opex,-0.944,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,7100,Depreciation,D&A,-2.949,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,8100,Interest Expense,Finance,-1.77,SAP-BPC
2023-10,FY2023,Q4,Automotive,EMEA,9100,Income Tax,Tax,-3.687,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,4000,Product Revenue,Revenue,49.549,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,4100,Service Revenue,Revenue,21.235,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,5000,Cost of Goods Sold,COGS,-38.931,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,6100,Salaries & Wages,Opex,-5.663,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,6200,Marketing,Opex,-2.124,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,6300,R&D,Opex,-2.831,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,6400,Travel,Opex,-0.708,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.699,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,6600,General & Admin,Opex,-1.133,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,7100,Depreciation,D&A,-3.539,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,8100,Interest Expense,Finance,-2.124,SAP-BPC
2023-10,FY2023,Q4,Automotive,Americas,9100,Income Tax,Tax,-4.424,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,4000,Product Revenue,Revenue,18.581,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,4100,Service Revenue,Revenue,7.963,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-14.599,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.124,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,6200,Marketing,Opex,-0.796,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,6300,R&D,Opex,-1.062,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,6400,Travel,Opex,-0.265,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.637,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,6600,General & Admin,Opex,-0.425,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,7100,Depreciation,D&A,-1.327,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,8100,Interest Expense,Finance,-0.796,SAP-BPC
2023-10,FY2023,Q4,Healthcare,APAC,9100,Income Tax,Tax,-1.659,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,4000,Product Revenue,Revenue,20.645,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,4100,Service Revenue,Revenue,8.848,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-16.221,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.359,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,6200,Marketing,Opex,-0.885,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,6300,R&D,Opex,-1.18,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,6400,Travel,Opex,-0.295,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.708,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,6600,General & Admin,Opex,-0.472,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,7100,Depreciation,D&A,-1.475,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,8100,Interest Expense,Finance,-0.885,SAP-BPC
2023-10,FY2023,Q4,Healthcare,EMEA,9100,Income Tax,Tax,-1.843,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,4000,Product Revenue,Revenue,24.774,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,4100,Service Revenue,Revenue,10.618,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-19.466,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,6100,Salaries & Wages,Opex,-2.831,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,6200,Marketing,Opex,-1.062,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,6300,R&D,Opex,-1.416,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,6400,Travel,Opex,-0.354,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,6500,IT & Infrastructure,Opex,-0.849,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,6600,General & Admin,Opex,-0.566,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,7100,Depreciation,D&A,-1.77,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,8100,Interest Expense,Finance,-1.062,SAP-BPC
2023-10,FY2023,Q4,Healthcare,Americas,9100,Income Tax,Tax,-2.212,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,4000,Product Revenue,Revenue,26.88,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,4100,Service Revenue,Revenue,11.52,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,5000,Cost of Goods Sold,COGS,-21.12,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,6100,Salaries & Wages,Opex,-3.072,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,6200,Marketing,Opex,-1.152,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,6300,R&D,Opex,-1.536,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,6400,Travel,Opex,-0.384,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,6500,IT & Infrastructure,Opex,-0.922,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,6600,General & Admin,Opex,-0.614,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,7100,Depreciation,D&A,-1.92,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,8100,Interest Expense,Finance,-1.152,SAP-BPC
2023-11,FY2023,Q4,Electronics,APAC,9100,Income Tax,Tax,-2.4,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,4000,Product Revenue,Revenue,29.867,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,4100,Service Revenue,Revenue,12.8,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,5000,Cost of Goods Sold,COGS,-23.467,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,6100,Salaries & Wages,Opex,-3.413,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,6200,Marketing,Opex,-1.28,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,6300,R&D,Opex,-1.707,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,6400,Travel,Opex,-0.427,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,6500,IT & Infrastructure,Opex,-1.024,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,6600,General & Admin,Opex,-0.683,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,7100,Depreciation,D&A,-2.133,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,8100,Interest Expense,Finance,-1.28,SAP-BPC
2023-11,FY2023,Q4,Electronics,EMEA,9100,Income Tax,Tax,-2.667,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,4000,Product Revenue,Revenue,35.84,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,4100,Service Revenue,Revenue,15.36,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,5000,Cost of Goods Sold,COGS,-28.16,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,6100,Salaries & Wages,Opex,-4.096,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,6200,Marketing,Opex,-1.536,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,6300,R&D,Opex,-2.048,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,6400,Travel,Opex,-0.512,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,6500,IT & Infrastructure,Opex,-1.229,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,6600,General & Admin,Opex,-0.819,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,7100,Depreciation,D&A,-2.56,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,8100,Interest Expense,Finance,-1.536,SAP-BPC
2023-11,FY2023,Q4,Electronics,Americas,9100,Income Tax,Tax,-3.2,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,4000,Product Revenue,Revenue,37.632,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,4100,Service Revenue,Revenue,16.128,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,5000,Cost of Goods Sold,COGS,-29.568,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,6100,Salaries & Wages,Opex,-4.301,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,6200,Marketing,Opex,-1.613,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,6300,R&D,Opex,-2.15,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,6400,Travel,Opex,-0.538,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,6500,IT & Infrastructure,Opex,-1.29,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,6600,General & Admin,Opex,-0.86,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,7100,Depreciation,D&A,-2.688,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,8100,Interest Expense,Finance,-1.613,SAP-BPC
2023-11,FY2023,Q4,Automotive,APAC,9100,Income Tax,Tax,-3.36,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,4000,Product Revenue,Revenue,41.813,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,4100,Service Revenue,Revenue,17.92,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,5000,Cost of Goods Sold,COGS,-32.853,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,6100,Salaries & Wages,Opex,-4.779,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,6200,Marketing,Opex,-1.792,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,6300,R&D,Opex,-2.389,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,6400,Travel,Opex,-0.597,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,6500,IT & Infrastructure,Opex,-1.434,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,6600,General & Admin,Opex,-0.956,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,7100,Depreciation,D&A,-2.987,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,8100,Interest Expense,Finance,-1.792,SAP-BPC
2023-11,FY2023,Q4,Automotive,EMEA,9100,Income Tax,Tax,-3.733,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,4000,Product Revenue,Revenue,50.176,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,4100,Service Revenue,Revenue,21.504,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,5000,Cost of Goods Sold,COGS,-39.424,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,6100,Salaries & Wages,Opex,-5.734,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,6200,Marketing,Opex,-2.15,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,6300,R&D,Opex,-2.867,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,6400,Travel,Opex,-0.717,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,6500,IT & Infrastructure,Opex,-1.72,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,6600,General & Admin,Opex,-1.147,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,7100,Depreciation,D&A,-3.584,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,8100,Interest Expense,Finance,-2.15,SAP-BPC
2023-11,FY2023,Q4,Automotive,Americas,9100,Income Tax,Tax,-4.48,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,4000,Product Revenue,Revenue,18.816,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,4100,Service Revenue,Revenue,8.064,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,5000,Cost of Goods Sold,COGS,-14.784,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,6100,Salaries & Wages,Opex,-2.15,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,6200,Marketing,Opex,-0.806,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,6300,R&D,Opex,-1.075,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,6400,Travel,Opex,-0.269,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,6500,IT & Infrastructure,Opex,-0.645,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,6600,General & Admin,Opex,-0.43,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,7100,Depreciation,D&A,-1.344,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,8100,Interest Expense,Finance,-0.806,SAP-BPC
2023-11,FY2023,Q4,Healthcare,APAC,9100,Income Tax,Tax,-1.68,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,4000,Product Revenue,Revenue,20.907,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,4100,Service Revenue,Revenue,8.96,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,5000,Cost of Goods Sold,COGS,-16.427,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,6100,Salaries & Wages,Opex,-2.389,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,6200,Marketing,Opex,-0.896,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,6300,R&D,Opex,-1.195,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,6400,Travel,Opex,-0.299,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,6500,IT & Infrastructure,Opex,-0.717,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,6600,General & Admin,Opex,-0.478,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,7100,Depreciation,D&A,-1.493,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,8100,Interest Expense,Finance,-0.896,SAP-BPC
2023-11,FY2023,Q4,Healthcare,EMEA,9100,Income Tax,Tax,-1.867,SAP-BPC
2023-11,FY2023,Q4,Healthcare,Americas,4000,Product Revenue,Revenue,25.088,SAP-BPC
2023-11,FY2023,Q4,Healthcare,Americas,4100,Service Revenue,Revenue,10.752,SAP-BPC
2023-11,FY2023,Q4,Healthcare,Americas,5000,Cost of Goods Sold,COGS,-19.712,SAP-BPC
2023-11,FY2023,Q4,Healthcare,Americas,6100,Salaries & Wages,Opex,-2.867,SAP-BPC
